"x","y"
399.196699,0
400.160942,-0.00529
401.125185,-0.01226
402.089428,-0.01513
403.053671,-0.01406
404.017915,-0.01055
404.982158,-0.00914
405.946401,-0.01081
406.910644,-0.01061
407.874888,-0.01027
408.839131,-0.00712
409.803374,-0.003
410.767617,-0.000726
411.731861,0.000524
412.696104,0.00142
413.660347,0.00467
414.62459,0.00655
415.588834,0.0072
416.553077,0.00789
417.51732,0.00906
418.481563,0.01181
419.445806,0.0122
420.41005,0.0121
421.374293,0.01362
422.338536,0.01475
423.302779,0.01657
424.267023,0.01823
425.231266,0.0178
426.195509,0.01873
427.159752,0.02111
428.123996,0.02143
429.088239,0.02141
430.052482,0.02105
431.016725,0.02028
431.980968,0.02201
432.945212,0.02456
433.909455,0.0252
434.873698,0.02555
435.837941,0.02625
436.802185,0.02707
437.766428,0.02915
438.730671,0.03018
439.694914,0.02933
440.659158,0.03022
441.623401,0.03346
442.587644,0.03476
443.551887,0.03408
444.516131,0.03596
445.480374,0.03759
446.444617,0.03709
447.40886,0.03756
448.373103,0.03909
449.337347,0.04149
450.30159,0.04327
451.265833,0.04429
452.230076,0.04598
453.19432,0.04804
454.158563,0.0507
455.122806,0.05318
456.087049,0.05534
457.051293,0.05732
458.015536,0.05836
458.979779,0.0589
459.944022,0.05993
460.908265,0.06153
461.872509,0.06353
462.836752,0.06702
463.800995,0.07016
464.765238,0.07116
465.729482,0.07201
466.693725,0.07275
467.657968,0.07336
468.622211,0.07335
469.586455,0.0726
470.550698,0.07311
471.514941,0.0738
472.479184,0.07271
473.443428,0.07046
474.407671,0.07036
475.371914,0.07205
476.336157,0.07168
477.3004,0.06964
478.264644,0.06678
479.228887,0.06402
480.19313,0.06326
481.157373,0.06339
482.121617,0.06255
483.08586,0.06134
484.050103,0.06088
485.014346,0.06008
485.97859,0.05909
486.942833,0.05882
487.907076,0.0583
488.871319,0.05833
489.835562,0.05905
490.799806,0.0578
491.764049,0.05554
492.728292,0.05508
493.692535,0.05629
