"x","y"
599.759291,0.301466
601.687778,0.300897
603.616264,0.300799
605.54475,0.300519
607.473237,0.300219
609.401723,0.299915
611.33021,0.299788
613.258696,0.298932
615.187183,0.298418
617.115669,0.298316
619.044156,0.297356
620.972642,0.296948
622.901129,0.296287
624.829615,0.295251
626.758102,0.294468
628.686588,0.293867
630.615075,0.293106
632.543561,0.292169
634.472047,0.291377
636.400534,0.29018
638.32902,0.289451
640.257507,0.288597
642.185993,0.287419
644.11448,0.28669
646.042966,0.285938
647.971453,0.285161
649.899939,0.284448
651.828426,0.283902
653.756912,0.282994
655.685399,0.282446
657.613885,0.282046
659.542372,0.281052
661.470858,0.28056
663.399344,0.27993
665.327831,0.279744
667.256317,0.280958
669.184804,0.279553
671.11329,0.276341
673.041777,0.275064
674.970263,0.274155
676.89875,0.272488
678.827236,0.271226
680.755723,0.27003
682.684209,0.268601
684.612696,0.267438
686.541182,0.26684
688.469669,0.265794
690.398155,0.264887
692.326641,0.264605
694.255128,0.263702
696.183614,0.263108
698.112101,0.262747
700.040587,0.262035
701.969074,0.261397
703.89756,0.26083
705.826047,0.259938
707.754533,0.258937
709.68302,0.258562
711.611506,0.257995
713.539993,0.257662
715.468479,0.258461
717.396966,0.259828
719.325452,0.260614
721.253938,0.259826
723.182425,0.257849
725.110911,0.255672
727.039398,0.254297
728.967884,0.252842
730.896371,0.250614
732.824857,0.248578
734.753344,0.246902
736.68183,0.245547
738.610317,0.244628
740.538803,0.243866
742.46729,0.243125
744.395776,0.242776
746.324262,0.242133
748.252749,0.24115
750.181235,0.240662
752.109722,0.240133
754.038208,0.239395
755.966695,0.238812
757.895181,0.238504
759.823668,0.23809
761.752154,0.237871
763.680641,0.237923
765.609127,0.237682
767.537614,0.237616
769.4661,0.237344
771.394587,0.236796
773.323073,0.236423
775.251559,0.235856
777.180046,0.235147
779.108532,0.234654
781.037019,0.23385
782.965505,0.232629
784.893992,0.231937
786.822478,0.23113
788.750965,0.230214
790.679451,0.230029
792.607938,0.22978
794.536424,0.229364
796.464911,0.22944
798.393397,0.229669
800.321884,0.229672
802.25037,0.230058
804.178856,0.230393
806.107343,0.230348
808.035829,0.230581
809.964316,0.230764
811.892802,0.230516
813.821289,0.230267
815.749775,0.230251
817.678262,0.229433
819.606748,0.228405
821.535235,0.227981
823.463721,0.227167
825.392208,0.226658
827.320694,0.226718
829.249181,0.226352
831.177667,0.225999
833.106153,0.226041
835.03464,0.225242
836.963126,0.223942
838.891613,0.223246
840.820099,0.222057
842.748586,0.220706
844.677072,0.22001
846.605559,0.2192
848.534045,0.218264
850.462532,0.217728
852.391018,0.217237
854.319505,0.216479
856.247991,0.216166
858.176478,0.216067
860.104964,0.215731
862.03345,0.21574
863.961937,0.216027
865.890423,0.21603
867.81891,0.216249
869.747396,0.216942
871.675883,0.217475
873.604369,0.218429
875.532856,0.219805
877.461342,0.221008
879.389829,0.222449
881.318315,0.224073
883.246802,0.225618
885.175288,0.227375
887.103775,0.229321
889.032261,0.23096
890.960747,0.232506
892.889234,0.233781
894.81772,0.234684
896.746207,0.2355
898.674693,0.235746
900.60318,0.235715
902.531666,0.235712
904.460153,0.235692
906.388639,0.235956
908.317126,0.23663
910.245612,0.237479
912.174099,0.23844
914.102585,0.239743
916.031072,0.241105
917.959558,0.242516
919.888044,0.24399
921.816531,0.245481
923.745017,0.247054
925.673504,0.248728
927.60199,0.250634
929.530477,0.252525
931.458963,0.254684
933.38745,0.257192
935.315936,0.259836
937.244423,0.262898
939.172909,0.266114
941.101396,0.269125
943.029882,0.272299
944.958369,0.275806
946.886855,0.279203
948.815341,0.282722
950.743828,0.28653
952.672314,0.290404
954.600801,0.294355
956.529287,0.29834
958.457774,0.302472
960.38626,0.306636
962.314747,0.310885
964.243233,0.315236
966.17172,0.319598
968.100206,0.324109
970.028693,0.328752
971.957179,0.333461
973.885666,0.338275
975.814152,0.343262
977.742638,0.348252
979.671125,0.353488
981.599611,0.358907
983.528098,0.364143
985.456584,0.369373
987.385071,0.374675
989.313557,0.379975
991.242044,0.385202
993.17053,0.390497
995.099017,0.395604
997.027503,0.400531
998.95599,0.405513
1000.884476,0.410661
1002.812963,0.41605
1004.741449,0.421486
1006.669935,0.427288
1008.598422,0.433134
1010.526908,0.43898
1012.455395,0.445141
1014.383881,0.451248
1016.312368,0.457064
1018.240854,0.462553
1020.169341,0.467953
1022.097827,0.47287
1024.026314,0.477503
1025.9548,0.482153
1027.883287,0.48658
1029.811773,0.49057
1031.74026,0.493707
1033.668746,0.495956
1035.597232,0.497123
1037.525719,0.497491
1039.454205,0.497177
1041.382692,0.496512
1043.311178,0.495971
1045.239665,0.495613
1047.168151,0.495517
1049.096638,0.495409
1051.025124,0.495295
1052.953611,0.494792
1054.882097,0.494416
1056.810584,0.494311
1058.73907,0.493803
1060.667557,0.493265
1062.596043,0.492653
1064.524529,0.492
1066.453016,0.491444
1068.381502,0.491289
1070.309989,0.491194
1072.238475,0.490738
1074.166962,0.490134
1076.095448,0.488887
1078.023935,0.486996
1079.952421,0.484705
1081.880908,0.482124
1083.809394,0.479245
1085.737881,0.476263
1087.666367,0.473152
1089.594854,0.469691
1091.52334,0.466169
1093.451826,0.4624
1095.380313,0.458541
1097.308799,0.454761
1099.237286,0.451065
1101.165772,0.44779
1103.094259,0.445041
1105.022745,0.44224
1106.951232,0.438992
1108.879718,0.435728
1110.808205,0.432057
1112.736691,0.428047
1114.665178,0.424181
1116.593664,0.420355
1118.522151,0.416844
1120.450637,0.413851
1122.379123,0.411405
1124.30761,0.409166
1126.236096,0.407097
1128.164583,0.405113
1130.093069,0.402888
1132.021556,0.400712
1133.950042,0.398688
1135.878529,0.397015
1137.807015,0.396056
1139.735502,0.395813
1141.663988,0.396135
1143.592475,0.397047
1145.520961,0.398239
1147.449448,0.399351
1149.377934,0.40067
1151.30642,0.402077
1153.234907,0.403268
1155.163393,0.404227
1157.09188,0.404749
1159.020366,0.404488
1160.948853,0.403485
1162.877339,0.401707
1164.805826,0.398963
1166.734312,0.39569
1168.662799,0.391993
1170.591285,0.387659
1172.519772,0.382907
1174.448258,0.377993
1176.376745,0.372776
1178.305231,0.367488
1180.233717,0.362605
1182.162204,0.357908
1184.09069,0.353743
1186.019177,0.350677
1187.947663,0.348371
1189.87615,0.346556
1191.804636,0.345497
1193.733123,0.345187
1195.661609,0.345553
1197.590096,0.346818
1199.518582,0.348382
1201.447069,0.349796
1203.375555,0.351279
1205.304042,0.352456
1207.232528,0.353113
1209.161014,0.353774
1211.089501,0.354625
1213.017987,0.355377
1214.946474,0.356461
1216.87496,0.357823
1218.803447,0.359013
1220.731933,0.360513
1222.66042,0.362111
1224.588906,0.363504
1226.517393,0.365079
1228.445879,0.366591
1230.374366,0.367751
1232.302852,0.368978
1234.231339,0.370125
1236.159825,0.370686
1238.088311,0.371177
1240.016798,0.371809
1241.945284,0.372158
1243.873771,0.372425
1245.802257,0.372756
1247.730744,0.372898
1249.65923,0.373172
1251.587717,0.373753
1253.516203,0.374252
1255.44469,0.374789
1257.373176,0.375341
1259.301663,0.375646
1261.230149,0.375874
1263.158635,0.376069
1265.087122,0.375864
1267.015608,0.375243
1268.944095,0.374453
1270.872581,0.373093
1272.801068,0.371117
1274.729554,0.368874
1276.658041,0.366294
1278.586527,0.363485
1280.515014,0.360666
1282.4435,0.35771
1284.371987,0.354549
1286.300473,0.35151
1288.22896,0.348579
1290.157446,0.345694
1292.085932,0.343179
1294.014419,0.340938
1295.942905,0.338829
1297.871392,0.337185
1299.799878,0.336007
1301.728365,0.335003
1303.656851,0.334399
1305.585338,0.334089
1307.513824,0.333622
1309.442311,0.333297
1311.370797,0.333249
1313.299284,0.333027
1315.22777,0.332625
1317.156257,0.332175
1319.084743,0.3313
1321.013229,0.330129
1322.941716,0.329157
1324.870202,0.32826
1326.798689,0.327501
1328.727175,0.327088
1330.655662,0.326648
1332.584148,0.326103
1334.512635,0.325816
1336.441121,0.325517
1338.369608,0.325112
1340.298094,0.3249
1342.226581,0.324536
1344.155067,0.324099
1346.083554,0.323962
1348.01204,0.323903
1349.940526,0.323954
1351.869013,0.324431
1353.797499,0.325126
1355.725986,0.325867
1357.654472,0.327013
1359.582959,0.328491
1361.511445,0.330099
1363.439932,0.331919
1365.368418,0.333715
1367.296905,0.335323
1369.225391,0.336837
1371.153878,0.33812
1373.082364,0.338903
1375.010851,0.339277
1376.939337,0.339048
1378.867823,0.337836
1380.79631,0.335785
1382.724796,0.33306
1384.653283,0.330516
1386.581769,0.328883
1388.510256,0.3272
1390.438742,0.325026
1392.367229,0.323178
1394.295715,0.321743
1396.224202,0.320303
1398.152688,0.319148
1400.081175,0.318355
1402.009661,0.317803
1403.938148,0.317895
1405.866634,0.318519
1407.79512,0.319459
1409.723607,0.320959
1411.652093,0.32292
1413.58058,0.324891
1415.509066,0.326694
1417.437553,0.328353
1419.366039,0.329094
1421.294526,0.328752
1423.223012,0.328221
1425.151499,0.327476
1427.079985,0.326593
1429.008472,0.325899
1430.936958,0.325035
1432.865445,0.323917
1434.793931,0.322983
1436.722417,0.321875
1438.650904,0.320237
1440.57939,0.319048
1442.507877,0.318647
1444.436363,0.318919
1446.36485,0.320033
1448.293336,0.321462
1450.221823,0.322729
1452.150309,0.323749
1454.078796,0.324548
1456.007282,0.324665
1457.935769,0.323298
1459.864255,0.321893
1461.792742,0.322286
1463.721228,0.322744
1465.649714,0.32089
1467.578201,0.316087
1469.506687,0.308913
1471.435174,0.300676
1473.36366,0.290682
1475.292147,0.27942
1477.220633,0.269687
1479.14912,0.262212
1481.077606,0.25656
1483.006093,0.25239
1484.934579,0.249545
1486.863066,0.247921
1488.791552,0.247278
1490.720039,0.247372
1492.648525,0.248154
1494.577011,0.250289
1496.505498,0.253395
1498.433984,0.256869
1500.362471,0.261333
1502.290957,0.267012
1504.219444,0.273882
1506.14793,0.280614
1508.076417,0.285387
1510.004903,0.288998
1511.93339,0.292109
1513.861876,0.293891
1515.790363,0.293506
1517.718849,0.290612
1519.647336,0.286224
1521.575822,0.281223
1523.504308,0.276566
1525.432795,0.273421
1527.361281,0.27154
1529.289768,0.270491
1531.218254,0.270248
1533.146741,0.270459
1535.075227,0.270677
1537.003714,0.271489
1538.9322,0.27297
1540.860687,0.273495
1542.789173,0.273431
1544.71766,0.273595
1546.646146,0.273758
1548.574633,0.274171
1550.503119,0.274505
1552.431605,0.27493
1554.360092,0.275334
1556.288578,0.275872
1558.217065,0.276816
1560.145551,0.276591
1562.074038,0.275719
1564.002524,0.275823
1565.931011,0.27657
1567.859497,0.277827
1569.787984,0.279566
1571.71647,0.281401
1573.644957,0.284106
1575.573443,0.28774
1577.50193,0.290974
1579.430416,0.294383
1581.358902,0.298746
1583.287389,0.303413
1585.215875,0.308148
1587.144362,0.312993
1589.072848,0.317842
1591.001335,0.32251
1592.929821,0.327185
1594.858308,0.331823
1596.786794,0.336221
1598.715281,0.340502
1600.643767,0.344628
1602.572254,0.348437
1604.50074,0.351647
1606.429227,0.35424
1608.357713,0.35626
1610.286199,0.358144
1612.214686,0.360115
1614.143172,0.362388
1616.071659,0.365014
1618.000145,0.366952
1619.928632,0.368788
1621.857118,0.371258
1623.785605,0.373678
1625.714091,0.375722
1627.642578,0.377485
1629.571064,0.378833
1631.499551,0.379608
1633.428037,0.380443
1635.356524,0.380786
1637.28501,0.379896
1639.213496,0.378614
1641.141983,0.377425
1643.070469,0.376362
1644.998956,0.375487
1646.927442,0.374187
1648.855929,0.372283
1650.784415,0.371407
1652.712902,0.370742
1654.641388,0.368306
1656.569875,0.365614
1658.498361,0.363488
1660.426848,0.361404
1662.355334,0.35916
1664.283821,0.356526
1666.212307,0.354022
1668.140793,0.351977
1670.06928,0.349729
1671.997766,0.347292
1673.926253,0.345218
1675.854739,0.342988
1677.783226,0.340467
1679.711712,0.338213
1681.640199,0.336559
