"x","y"
599.759291,0.335937
601.687778,0.335831
603.616264,0.335858
605.54475,0.335821
607.473237,0.33598
609.401723,0.335428
611.33021,0.334602
613.258696,0.334022
615.187183,0.333371
617.115669,0.332267
619.044156,0.331165
620.972642,0.330183
622.901129,0.328487
624.829615,0.326869
626.758102,0.325461
628.686588,0.324345
630.615075,0.323165
632.543561,0.322097
634.472047,0.321182
636.400534,0.319518
638.32902,0.317768
640.257507,0.316126
642.185993,0.314533
644.11448,0.312581
646.042966,0.310744
647.971453,0.30878
649.899939,0.306915
651.828426,0.305888
653.756912,0.304926
655.685399,0.304749
657.613885,0.304661
659.542372,0.30489
661.470858,0.305194
663.399344,0.305502
665.327831,0.303565
667.256317,0.297166
669.184804,0.297474
671.11329,0.301217
673.041777,0.300207
674.970263,0.297695
676.89875,0.294894
678.827236,0.292445
680.755723,0.290299
682.684209,0.288433
684.612696,0.287081
686.541182,0.285939
688.469669,0.285048
690.398155,0.283957
692.326641,0.283236
694.255128,0.282281
696.183614,0.281193
698.112101,0.279995
700.040587,0.278553
701.969074,0.277189
703.89756,0.2756
705.826047,0.274051
707.754533,0.272257
709.68302,0.270666
711.611506,0.269274
713.539993,0.267903
715.468479,0.266946
717.396966,0.266519
719.325452,0.266104
721.253938,0.264556
723.182425,0.262491
725.110911,0.260167
727.039398,0.257868
728.967884,0.255858
730.896371,0.253646
732.824857,0.251483
734.753344,0.249488
736.68183,0.247801
738.610317,0.246157
740.538803,0.244938
742.46729,0.244011
744.395776,0.24295
746.324262,0.242153
748.252749,0.241362
750.181235,0.240756
752.109722,0.240362
754.038208,0.240079
755.966695,0.239667
757.895181,0.239017
759.823668,0.238334
761.752154,0.237592
763.680641,0.236787
765.609127,0.235846
767.537614,0.235091
769.4661,0.234379
771.394587,0.233825
773.323073,0.233397
775.251559,0.232864
777.180046,0.232443
779.108532,0.231823
781.037019,0.231083
782.965505,0.230248
784.893992,0.229441
786.822478,0.228494
788.750965,0.227349
790.679451,0.226419
792.607938,0.225531
794.536424,0.224841
796.464911,0.224245
798.393397,0.223552
800.321884,0.22257
802.25037,0.221389
804.178856,0.220255
806.107343,0.219275
808.035829,0.218704
809.964316,0.218223
811.892802,0.218097
813.821289,0.218112
815.749775,0.217793
817.678262,0.217189
819.606748,0.216024
821.535235,0.21427
823.463721,0.211985
825.392208,0.209674
827.320694,0.207685
829.249181,0.206379
831.177667,0.205958
833.106153,0.206072
835.03464,0.20645
836.963126,0.206595
838.891613,0.206454
840.820099,0.205799
842.748586,0.204443
844.677072,0.202589
846.605559,0.20032
848.534045,0.197741
850.462532,0.195133
852.391018,0.192722
854.319505,0.190454
856.247991,0.188834
858.176478,0.187748
860.104964,0.187073
862.03345,0.187052
863.961937,0.187299
865.890423,0.187995
867.81891,0.18903
869.747396,0.190183
871.675883,0.191398
873.604369,0.192695
875.532856,0.194217
877.461342,0.195628
879.389829,0.197055
881.318315,0.198887
883.246802,0.201083
885.175288,0.20346
887.103775,0.206153
889.032261,0.208994
890.960747,0.211693
892.889234,0.214113
894.81772,0.215956
896.746207,0.2171
898.674693,0.217239
900.60318,0.216439
902.531666,0.215105
904.460153,0.213625
906.388639,0.212423
908.317126,0.211739
910.245612,0.211659
912.174099,0.211971
914.102585,0.212573
916.031072,0.213414
917.959558,0.214421
919.888044,0.215383
921.816531,0.216299
923.745017,0.21738
925.673504,0.218528
927.60199,0.219986
929.530477,0.221894
931.458963,0.224235
933.38745,0.227013
935.315936,0.230075
937.244423,0.233459
939.172909,0.237145
941.101396,0.240909
943.029882,0.24461
944.958369,0.248322
946.886855,0.251722
948.815341,0.254593
950.743828,0.257101
952.672314,0.259307
954.600801,0.261436
956.529287,0.263868
958.457774,0.26705
960.38626,0.27116
962.314747,0.276312
964.243233,0.282569
966.17172,0.289641
968.100206,0.297244
970.028693,0.305352
971.957179,0.313899
973.885666,0.322818
975.814152,0.332367
977.742638,0.342583
979.671125,0.353634
981.599611,0.365688
983.528098,0.378412
985.456584,0.39138
987.385071,0.404113
989.313557,0.415893
991.242044,0.426266
993.17053,0.43554
995.099017,0.443874
997.027503,0.452372
998.95599,0.462133
1000.884476,0.473191
1002.812963,0.485349
1004.741449,0.498044
1006.669935,0.511194
1008.598422,0.524463
1010.526908,0.537645
1012.455395,0.55056
1014.383881,0.563132
1016.312368,0.575409
1018.240854,0.586767
1020.169341,0.597117
1022.097827,0.606312
1024.026314,0.614871
1025.9548,0.622984
1027.883287,0.630665
1029.811773,0.638051
1031.74026,0.644566
1033.668746,0.649769
1035.597232,0.652894
1037.525719,0.65383
1039.454205,0.652714
