"x","y"
599.759291,0.324688
601.687778,0.324624
603.616264,0.324994
605.54475,0.324854
607.473237,0.326158
609.401723,0.327389
611.33021,0.327936
613.258696,0.328851
615.187183,0.32952
617.115669,0.329476
619.044156,0.32871
620.972642,0.326914
622.901129,0.323697
624.829615,0.321193
626.758102,0.319132
628.686588,0.317028
630.615075,0.315796
632.543561,0.314073
634.472047,0.312329
636.400534,0.31096
638.32902,0.309316
640.257507,0.307955
642.185993,0.306831
644.11448,0.304792
646.042966,0.302897
647.971453,0.302096
649.899939,0.300563
651.828426,0.299346
653.756912,0.299139
655.685399,0.298299
657.613885,0.297788
659.542372,0.29815
661.470858,0.297959
663.399344,0.29742
665.327831,0.298395
667.256317,0.300407
669.184804,0.298384
671.11329,0.294476
673.041777,0.292015
674.970263,0.289633
676.89875,0.287324
678.827236,0.284729
680.755723,0.282101
682.684209,0.280365
684.612696,0.278385
686.541182,0.276852
688.469669,0.275797
690.398155,0.274464
692.326641,0.273652
694.255128,0.272739
696.183614,0.271712
698.112101,0.270786
700.040587,0.269603
701.969074,0.268332
703.89756,0.267246
705.826047,0.265916
707.754533,0.264295
709.68302,0.263122
711.611506,0.261805
713.539993,0.260641
715.468479,0.260215
717.396966,0.260156
719.325452,0.259993
721.253938,0.258615
723.182425,0.256387
725.110911,0.254622
727.039398,0.253113
728.967884,0.251173
730.896371,0.249408
732.824857,0.247518
734.753344,0.245361
736.68183,0.244386
738.610317,0.24354
740.538803,0.242148
742.46729,0.241591
744.395776,0.241027
746.324262,0.239799
748.252749,0.239398
750.181235,0.239204
752.109722,0.238345
754.038208,0.238162
755.966695,0.237857
757.895181,0.236974
759.823668,0.236772
761.752154,0.236457
763.680641,0.235592
765.609127,0.235228
767.537614,0.234966
769.4661,0.234469
771.394587,0.234513
773.323073,0.234348
775.251559,0.234114
777.180046,0.234404
779.108532,0.234188
781.037019,0.233932
782.965505,0.234119
784.893992,0.234022
786.822478,0.233954
788.750965,0.234336
790.679451,0.234347
792.607938,0.234252
794.536424,0.234348
796.464911,0.233479
798.393397,0.2323
800.321884,0.231094
