"x","y"
599.759291,0.29716
600.241413,0.296952
600.723534,0.296764
601.205656,0.296201
601.687778,0.296196
602.169899,0.296426
602.652021,0.296067
603.134142,0.295669
603.616264,0.295682
604.098386,0.295362
604.580507,0.29467
605.062629,0.294518
605.54475,0.294915
606.026872,0.295354
606.508994,0.295184
606.991115,0.294765
607.473237,0.2949
607.955359,0.29492
608.43748,0.294387
608.919602,0.29374
609.401723,0.293223
609.883845,0.292953
610.365967,0.292857
610.848088,0.292658
611.33021,0.292188
611.812331,0.291558
612.294453,0.29112
612.776575,0.290876
613.258696,0.290545
613.740818,0.290347
614.22294,0.290106
614.705061,0.289406
615.187183,0.288972
615.669304,0.288785
616.151426,0.288333
616.633548,0.288281
617.115669,0.288272
617.597791,0.28801
618.079912,0.287847
618.562034,0.287338
619.044156,0.28672
619.526277,0.286365
620.008399,0.286172
620.490521,0.285779
620.972642,0.285294
621.454764,0.284989
621.936885,0.284635
622.419007,0.284425
622.901129,0.283982
623.38325,0.283459
623.865372,0.283037
624.347493,0.28247
624.829615,0.282509
625.311737,0.282749
625.793858,0.282548
626.27598,0.281934
626.758102,0.281309
627.240223,0.280979
627.722345,0.280552
628.204466,0.280306
628.686588,0.280085
629.16871,0.279903
629.650831,0.280066
630.132953,0.280116
630.615075,0.279851
631.097196,0.279205
631.579318,0.278731
632.061439,0.278696
632.543561,0.278749
633.025683,0.278991
633.507804,0.279284
633.989926,0.279221
634.472047,0.2785
634.954169,0.277585
635.436291,0.277122
635.918412,0.276815
636.400534,0.276691
636.882656,0.277026
637.364777,0.277327
637.846899,0.277384
638.32902,0.277309
638.811142,0.277123
639.293264,0.276938
639.775385,0.276512
640.257507,0.276054
640.739628,0.276262
641.22175,0.27666
641.703872,0.276418
642.185993,0.275774
642.668115,0.275186
643.150237,0.27511
643.632358,0.275431
644.11448,0.275585
644.596601,0.275745
645.078723,0.275986
645.560845,0.276011
646.042966,0.275767
646.525088,0.275474
647.007209,0.274941
647.489331,0.274288
647.971453,0.274179
648.453574,0.274152
648.935696,0.274065
649.417818,0.27393
649.899939,0.273596
650.382061,0.273308
650.864182,0.272997
651.346304,0.272835
651.828426,0.272356
652.310547,0.271722
652.792669,0.271602
653.27479,0.271468
653.756912,0.270986
654.239034,0.270248
654.721155,0.269714
655.203277,0.269265
655.685399,0.268948
656.16752,0.269376
656.649642,0.270102
657.131763,0.2702
657.613885,0.269453
658.096007,0.268609
658.578128,0.268051
659.06025,0.267895
659.542372,0.268036
660.024493,0.267776
660.506615,0.267582
660.988736,0.267652
661.470858,0.267572
661.95298,0.26744
662.435101,0.267263
662.917223,0.267098
663.399344,0.267049
663.881466,0.266783
664.363588,0.266469
664.845709,0.266562
665.327831,0.266383
665.809953,0.266091
666.292074,0.265764
666.774196,0.265535
667.256317,0.267456
667.738439,0.270462
668.220561,0.26908
668.702682,0.267394
669.184804,0.266243
669.666925,0.265348
670.149047,0.264403
670.631169,0.263725
671.11329,0.263549
671.595412,0.263364
672.077534,0.263417
672.559655,0.263582
673.041777,0.263354
673.523898,0.262985
674.00602,0.262532
674.488142,0.261884
674.970263,0.261554
675.452385,0.261693
675.934506,0.261765
676.416628,0.261487
676.89875,0.260991
677.380871,0.260356
677.862993,0.259458
678.345115,0.258908
678.827236,0.259173
679.309358,0.259048
679.791479,0.258515
680.273601,0.258747
680.755723,0.258917
681.237844,0.258364
681.719966,0.257894
682.202087,0.257542
682.684209,0.256969
683.166331,0.256867
683.648452,0.257567
684.130574,0.258005
684.612696,0.257797
685.094817,0.257801
685.576939,0.257825
686.05906,0.257138
686.541182,0.256821
687.023304,0.257394
687.505425,0.257985
687.987547,0.258448
688.469669,0.25849
688.95179,0.258222
689.433912,0.258077
689.916033,0.258159
690.398155,0.258507
690.880277,0.258793
691.362398,0.259495
691.84452,0.260454
692.326641,0.260953
692.808763,0.261058
693.290885,0.260979
693.773006,0.260913
694.255128,0.260759
694.73725,0.260745
695.219371,0.260775
695.701493,0.260652
696.183614,0.260444
696.665736,0.259632
697.147858,0.258342
697.629979,0.257063
698.112101,0.256103
698.594222,0.25548
699.076344,0.254925
699.558466,0.254394
700.040587,0.253695
700.522709,0.253012
701.004831,0.25236
701.486952,0.251413
701.969074,0.250498
702.451195,0.249924
702.933317,0.24972
703.415439,0.249705
703.89756,0.249377
704.379682,0.248801
704.861803,0.248268
705.343925,0.247719
705.826047,0.247329
706.308168,0.247117
706.79029,0.247047
707.272412,0.247082
707.754533,0.246949
708.236655,0.246668
708.718776,0.246083
709.200898,0.245226
709.68302,0.244691
710.165141,0.244587
710.647263,0.244815
711.129384,0.245212
711.611506,0.245392
712.093628,0.245526
712.575749,0.245416
713.057871,0.244706
713.539993,0.244222
714.022114,0.244367
714.504236,0.244657
714.986357,0.244905
715.468479,0.245295
715.950601,0.245686
716.432722,0.245929
716.914844,0.246229
717.396966,0.246495
717.879087,0.246897
718.361209,0.247667
718.84333,0.2486
719.325452,0.249077
719.807574,0.248774
720.289695,0.248091
720.771817,0.247174
721.253938,0.246346
721.73606,0.245726
722.218182,0.245383
722.700303,0.245381
723.182425,0.245203
723.664547,0.24488
724.146668,0.244423
724.62879,0.243687
725.110911,0.242887
725.593033,0.24233
726.075155,0.241986
726.557276,0.241635
727.039398,0.241168
727.521519,0.240447
728.003641,0.239865
728.485763,0.239146
728.967884,0.238259
729.450006,0.238013
729.932128,0.238086
730.414249,0.238092
730.896371,0.238072
731.378492,0.237801
731.860614,0.236868
732.342736,0.235737
732.824857,0.234932
733.306979,0.23431
733.7891,0.234242
734.271222,0.234476
734.753344,0.234579
